generation	mnemonic	format_id	format	category	description	launch_class	semantic_model	operand_signature	operand_layout	inst_lo	inst_hi	fixed_mask_lo	fixed_mask_hi	opcode_mask_lo	opcode_mask_hi	parameter_mask_lo	parameter_mask_hi	ignored_mask_lo	ignored_mask_hi	reserved_mask_lo	reserved_mask_hi	seed_assembly
lg200	load_v_buff_u16	6	tex-buffer	memory-image	Loads one unsigned halfword and zero-extends it to 32 bits from the buffer descriptor plus the encoded address and offsets into the vector destination.	compute-buffer	resource-payload	RK8RJ8x4VQ8VD8UO12M.offen1M.idxen1M.bl11M.bl21PJ2	RK8@INST_LO[7:0];RJ8x4@INST_LO[15:8];VQ8@INST_LO[23:16];VD8@INST_LO[31:24];UO12@INST_HI[11:0];M.offen1@INST_HI[12];M.idxen1@INST_HI[13];M.bl11@INST_HI[14];M.bl21@INST_HI[15];PJ2@INST_HI[17:16]	00000000	29b40000	00000000	bffc0000	00000000	07fc0000	ffffffff	0003ffff	00000000	00000000	00000000	40000000	load_v_buff_u16 p0, v4, v8, s16-s19, zero, 0x000, offen, bl1
lg200	load_v_buff_u8	6	tex-buffer	memory-image	Loads one unsigned byte and zero-extends it to 32 bits from the buffer descriptor plus the encoded address and offsets into the vector destination.	compute-buffer	resource-payload	RK8RJ8x4VD8UO12M.offen1M.idxen1M.bl11M.bl21PJ2	RK8@INST_LO[7:0];RJ8x4@INST_LO[15:8];VD8@INST_LO[31:24];UO12@INST_HI[11:0];M.offen1@INST_HI[12];M.idxen1@INST_HI[13];M.bl11@INST_HI[14];M.bl21@INST_HI[15];PJ2@INST_HI[17:16]	00000000	21ac0000	00000000	b7fc0000	00000000	07fc0000	ff00ffff	0003ffff	00ff0000	00000000	00000000	48000000	load_v_buff_u8 p0, v0, s16-s19, s4, 0x40f
lg200	load_v_flat_b128	7	flat	memory-image	Loads a 128-bit bit pattern from the flat-memory address into the vector destination.	compute-buffer	resource-payload	RK8x2M.bl11M.bl21VJ8x2VD8x4PJ2	RK8x2@INST_LO[15:8];M.bl11@INST_LO[30];M.bl21@INST_LO[31];VJ8x2@INST_HI[7:0];VD8x4@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	60840000	00000000	fffc0000	00000000	0ffc0000	c000ff00	0003ffff	3fff00ff	00000000	00000000	10000000	load_v_flat_b128 p0, v0-v3, v0-v1, s0-s1
lg200	load_v_flat_b32	7	flat	memory-image	Loads a 32-bit bit pattern from the flat-memory address into the vector destination.	compute-buffer	resource-payload	RK8x2M.bl11M.bl21VJ8x2VD8PJ2	RK8x2@INST_LO[15:8];M.bl11@INST_LO[30];M.bl21@INST_LO[31];VJ8x2@INST_HI[7:0];VD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	60780000	00000000	fffc0000	00000000	0ffc0000	c000ff00	0003ffff	3fff00ff	00000000	00000000	10000000	load_v_flat_b32 p0, v0, v0-v1, s0-s1
lg200	load_v_flat_b64	7	flat	memory-image	Loads a 64-bit bit pattern from the flat-memory address into the vector destination.	compute-buffer	resource-payload	RK8x2M.bl11M.bl21VJ8x2VD8x2PJ2	RK8x2@INST_LO[15:8];M.bl11@INST_LO[30];M.bl21@INST_LO[31];VJ8x2@INST_HI[7:0];VD8x2@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	707c0000	00000000	fffc0000	00000000	0ffc0000	c000ff00	0003ffff	3fff00ff	00000000	00000000	10000000	load_v_flat_b64 p0, v0-v1, v0-v1, s0-s1
lg200	load_v_flat_b96	7	flat	memory-image	Loads a 96-bit bit pattern from the flat-memory address into the vector destination.	compute-buffer	resource-payload	RK8x2M.bl11M.bl21VJ8x2VD8x3PJ2	RK8x2@INST_LO[15:8];M.bl11@INST_LO[30];M.bl21@INST_LO[31];VJ8x2@INST_HI[7:0];VD8x3@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	60800000	00000000	effc0000	00000000	0ffc0000	c000ff00	0003ffff	3fff00ff	00000000	00000000	10000000	load_v_flat_b96 p0, v0-v2, v0-v1, s0-s1
lg200	load_v_flat_i16	7	flat	memory-image	Loads a signed 16-bit integer from the flat-memory address into the vector destination and sign-extends it to 32 bits.	compute-buffer	resource-payload	RK8x2M.bl11M.bl21VJ8x2VD8PJ2	RK8x2@INST_LO[15:8];M.bl11@INST_LO[30];M.bl21@INST_LO[31];VJ8x2@INST_HI[7:0];VD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	40740000	00000000	cffc0000	00000000	0ffc0000	c000ff00	0003ffff	3fff00ff	00000000	00000000	30000000	load_v_flat_i16 p0, v0, v0-v1, s0-s1
lg200	load_v_flat_i8	7	flat	memory-image	Loads a signed 8-bit integer from the flat-memory address into the vector destination and sign-extends it to 32 bits.	compute-buffer	resource-payload	RK8x2M.bl11M.bl21VJ8x2VD8PJ2	RK8x2@INST_LO[15:8];M.bl11@INST_LO[30];M.bl21@INST_LO[31];VJ8x2@INST_HI[7:0];VD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	606c0000	00000000	effc0000	00000000	0ffc0000	c000ff00	0003ffff	3fff00ff	00000000	00000000	10000000	load_v_flat_i8 p0, v0, v0-v1, s0-s1
lg200	load_v_flat_u16	7	flat	memory-image	Loads an unsigned 16-bit integer from the flat-memory address into the vector destination and zero-extends it to 32 bits.	compute-buffer	resource-payload	RK8x2M.bl11M.bl21VJ8x2VD8PJ2	RK8x2@INST_LO[15:8];M.bl11@INST_LO[30];M.bl21@INST_LO[31];VJ8x2@INST_HI[7:0];VD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	40700000	00000000	cffc0000	00000000	0ffc0000	c000ff00	0003ffff	3fff00ff	00000000	00000000	30000000	load_v_flat_u16 p0, v0, v0-v1, s0-s1
lg200	load_v_flat_u8	7	flat	memory-image	Loads an unsigned 8-bit integer from the flat-memory address into the vector destination and zero-extends it to 32 bits.	compute-buffer	resource-payload	RK8x2M.bl11M.bl21VJ8x2VD8PJ2	RK8x2@INST_LO[15:8];M.bl11@INST_LO[30];M.bl21@INST_LO[31];VJ8x2@INST_HI[7:0];VD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	60680000	00000000	effc0000	00000000	0ffc0000	c000ff00	0003ffff	3fff00ff	00000000	00000000	10000000	load_v_flat_u8 p0, v0, v0-v1, s0-s1
lg200	load_v_tex	6	tex-buffer	memory-image	Loads the components selected by dmask from the image descriptor at the vector coordinates into the vector destination.	compute-image	resource-payload	RK8x8VJ8x8VD8x4M.dmask4M.na1M.un1M.rsz1M.bl11M.bl21PJ2	RK8x8@INST_LO[15:8];VJ8x8@INST_LO[23:16];VD8x4@INST_LO[31:24];M.dmask4@INST_HI[3:0];M.na1@INST_HI[9];M.un1@INST_HI[10];M.rsz1@INST_HI[11];M.bl11@INST_HI[14];M.bl21@INST_HI[15];PJ2@INST_HI[17:16]	00000000	211c0000	00000000	b7fc0000	00000000	07fc0000	ffffff00	0003ce0f	000000ff	000031f0	00000000	48000000	load_v_tex p0, v0-v3, v2-v9, s16-s23, un, dmask:1111
lg200	load_v_tex_mip	6	tex-buffer	memory-image	Loads the components selected by dmask from the image descriptor at the vector coordinates into the vector destination. The mip form includes the mip-level selector in the resource operand.	compute-image	resource-payload	RK9x8VJ8x8VD8x4M.dmask4M.na1M.un1M.bl11M.bl21PJ2	RK9x8@INST_LO[15:8]+INST_HI[11];VJ8x8@INST_LO[23:16];VD8x4@INST_LO[31:24];M.dmask4@INST_HI[3:0];M.na1@INST_HI[9];M.un1@INST_HI[10];M.bl11@INST_HI[14];M.bl21@INST_HI[15];PJ2@INST_HI[17:16]	00000000	29200000	00000000	b7fc0000	00000000	07fc0000	ffffff00	0003ce0f	000000ff	000031f0	00000000	48000000	load_v_tex_mip p0, v0-v3, v2-v9, s16-s23, un, dmask:1111
lg200	load_v_tex_mip_pck	6	tex-buffer	memory-image	Loads the components selected by dmask from the image descriptor at the vector coordinates into the vector destination. The mip form includes the mip-level selector in the resource operand. Packed forms convert the resource representation before writing the destination.	compute-image	resource-payload	RK8x8VJ8x8VD8x4M.dmask4M.na1M.un1M.rsz1M.bl11M.bl21PJ2	RK8x8@INST_LO[15:8];VJ8x8@INST_LO[23:16];VD8x4@INST_LO[31:24];M.dmask4@INST_HI[3:0];M.na1@INST_HI[9];M.un1@INST_HI[10];M.rsz1@INST_HI[11];M.bl11@INST_HI[14];M.bl21@INST_HI[15];PJ2@INST_HI[17:16]	00000000	212c0000	00000000	b7fc0000	00000000	07fc0000	ffffff00	0003ce0f	000000ff	000031f0	00000000	48000000	load_v_tex_mip_pck p0, v0-v3, v2-v9, s16-s23, un, dmask:1111
lg200	load_v_tex_mip_pck_sgn	6	tex-buffer	memory-image	Loads the components selected by dmask from the image descriptor at the vector coordinates into the vector destination. The mip form includes the mip-level selector in the resource operand. Packed forms convert the resource representation before writing the destination. The signed packed form preserves signed component interpretation.	compute-image	resource-payload	RK8x8VJ8x8VD8x4M.dmask4M.na1M.un1M.rsz1M.bl11M.bl21PJ2	RK8x8@INST_LO[15:8];VJ8x8@INST_LO[23:16];VD8x4@INST_LO[31:24];M.dmask4@INST_HI[3:0];M.na1@INST_HI[9];M.un1@INST_HI[10];M.rsz1@INST_HI[11];M.bl11@INST_HI[14];M.bl21@INST_HI[15];PJ2@INST_HI[17:16]	00000000	21300000	00000000	b7fc0000	00000000	07fc0000	ffffff00	0003ce0f	000000ff	000031f0	00000000	48000000	load_v_tex_mip_pck_sgn p0, v0-v3, v2-v9, s16-s23, un, dmask:1111
lg200	load_v_tex_pck	6	tex-buffer	memory-image	Loads the components selected by dmask from the image descriptor at the vector coordinates into the vector destination. Packed forms convert the resource representation before writing the destination.	compute-image	resource-payload	RK8x8VJ8x8VD8x4M.dmask4M.na1M.un1M.rsz1M.bl11M.bl21PJ2	RK8x8@INST_LO[15:8];VJ8x8@INST_LO[23:16];VD8x4@INST_LO[31:24];M.dmask4@INST_HI[3:0];M.na1@INST_HI[9];M.un1@INST_HI[10];M.rsz1@INST_HI[11];M.bl11@INST_HI[14];M.bl21@INST_HI[15];PJ2@INST_HI[17:16]	00000000	21240000	00000000	b7fc0000	00000000	07fc0000	ffffff00	0003ce0f	000000ff	000031f0	00000000	48000000	load_v_tex_pck p0, v0-v3, v2-v9, s16-s23, un, dmask:1111
lg200	load_v_tex_pck_sgn	6	tex-buffer	memory-image	Loads the components selected by dmask from the image descriptor at the vector coordinates into the vector destination. Packed forms convert the resource representation before writing the destination. The signed packed form preserves signed component interpretation.	compute-image	resource-payload	RK8x8VJ8x8VD8x4M.dmask4M.na1M.un1M.rsz1M.bl11M.bl21PJ2	RK8x8@INST_LO[15:8];VJ8x8@INST_LO[23:16];VD8x4@INST_LO[31:24];M.dmask4@INST_HI[3:0];M.na1@INST_HI[9];M.un1@INST_HI[10];M.rsz1@INST_HI[11];M.bl11@INST_HI[14];M.bl21@INST_HI[15];PJ2@INST_HI[17:16]	00000000	21280000	00000000	b7fc0000	00000000	07fc0000	ffffff00	0003ce0f	000000ff	000031f0	00000000	48000000	load_v_tex_pck_sgn p0, v0-v3, v2-v9, s16-s23, un, dmask:1111
lg200	nop	1	sop-imm-control	control-prefix	Performs no architectural value or resource operation and advances to the next instruction.	compute-buffer	control-effect	-	-	00000000	40300000	00000000	d07f0000	00000000	007f0000	00000000	00000000	ffffffff	0000ffff	00000000	2f800000	nop
lg200	prefix_sw	11	prefix	control-prefix	Sets the instruction-prefix state used by the following operation to the SW mode encoded by the immediate. Prefix state is consumed by the execution environment and produces no value result.	special	control-effect	IJ32	IJ32@INST_LO[31:0]	00000000	7fff0000	00000000	7fffc000	00000000	0000c000	ffffffff	00000000	00000000	00003fff	00000000	80000000	prefix_sw 0x0001fe00
lg200	prefix_tp4	11	prefix	control-prefix	Sets the instruction-prefix state used by the following operation to the TP4 mode encoded by the immediate. Prefix state is consumed by the execution environment and produces no value result.	special	control-effect	IJ32	IJ32@INST_LO[31:0]	00000000	7fff4000	00000000	7fffc000	00000000	0000c000	ffffffff	00000000	00000000	00003fff	00000000	80000000	prefix_tp4 0x0001fe00
lg200	prefix_tp8	11	prefix	control-prefix	Sets the instruction-prefix state used by the following operation to the TP8 mode encoded by the immediate. Prefix state is consumed by the execution environment and produces no value result.	special	control-effect	IJ32	IJ32@INST_LO[31:0]	00000000	7fff8000	00000000	7fffc000	00000000	0000c000	ffffffff	00000000	00000000	00003fff	00000000	80000000	prefix_tp8 0x0001fe00
lg200	rfe	1	sop-imm-control	control-prefix	Restores the exception return state from the scalar-register pair and transfers control by the encoded displacement. It is an execution-environment operation and produces no value result.	special	control-effect	GJ8x2X0_32	GJ8x2@INST_HI[7:0];X0_32@INST_LO[31:0]	00000000	40290000	00000000	d07f0000	00000000	007f0000	ffffffff	000000ff	00000000	0000ff00	00000000	2f800000	rfe s0-s1, 0x00000000
lg200	s_abs_i32	0	sop	scalar-alu	Computes the absolute value of the signed 32-bit integer source and writes the result to the scalar destination. The scalar ALU form also updates SCC.	compute-buffer	integer-value	GJ8RD8	GJ8@INST_LO[7:0];RD8@INST_LO[31:24]	00000000	0000000b	00000000	700003ff	00000000	000003ff	ff0000ff	00000000	00ffff00	8ffffc00	00000000	00000000	s_abs_i32 (scc) s0, zero
lg200	s_absdiff_i32	0	sop	scalar-alu	Computes the absolute difference of the two signed 32-bit integer sources and writes the result to the scalar destination. The scalar ALU form also updates SCC.	compute-buffer	integer-value	GJ8RK8RD8	GJ8@INST_LO[7:0];RK8@INST_LO[15:8];RD8@INST_LO[31:24]	00000000	00000011	00000000	700003ff	00000000	000003ff	ff00ffff	00000000	00ff0000	8ffffc00	00000000	00000000	s_absdiff_i32 (scc) s0, zero, s0
lg200	s_absdiff_imm_i32	1	sop-imm-control	scalar-alu	Computes the absolute difference of the two signed 32-bit integer sources and writes the result to the scalar destination. The encoded immediate supplies the final arithmetic or logical source operand. The scalar ALU form also updates SCC.	compute-buffer	integer-value	IK32RJ8RD8	IK32@INST_LO[31:0];RJ8@INST_HI[7:0];RD8@INST_HI[15:8]	00000000	400f0000	00000000	d07f0000	00000000	007f0000	ffffffff	0000ffff	00000000	00000000	00000000	2f800000	s_absdiff_imm_i32 (scc) s0, s0, 0x00000000
lg200	s_absdiff_imm_u32	1	sop-imm-control	scalar-alu	Computes the absolute difference of the two unsigned 32-bit integer sources and writes the result to the scalar destination. The encoded immediate supplies the final arithmetic or logical source operand. The scalar ALU form also updates SCC.	compute-buffer	integer-value	IK32RJ8RD8	IK32@INST_LO[31:0];RJ8@INST_HI[7:0];RD8@INST_HI[15:8]	00000000	400e0000	00000000	d07f0000	00000000	007f0000	ffffffff	0000ffff	00000000	00000000	00000000	2f800000	s_absdiff_imm_u32 (scc) s0, s0, 0x00000000
lg200	s_absdiff_u32	0	sop	scalar-alu	Computes the absolute difference of the two unsigned 32-bit integer sources and writes the result to the scalar destination. The scalar ALU form also updates SCC.	compute-buffer	integer-value	GJ8RK8RD8	GJ8@INST_LO[7:0];RK8@INST_LO[15:8];RD8@INST_LO[31:24]	00000000	00000010	00000000	700003ff	00000000	000003ff	ff00ffff	00000000	00ff0000	8ffffc00	00000000	00000000	s_absdiff_u32 (scc) s0, zero, s0
lg200	s_add_i32	0	sop	scalar-alu	Adds the two signed 32-bit integer sources and writes the result to the scalar destination. The scalar ALU form also updates SCC.	compute-buffer	integer-value	GJ8RK8RD8	GJ8@INST_LO[7:0];RK8@INST_LO[15:8];RD8@INST_LO[31:24]	00000000	00000001	00000000	700003ff	00000000	000003ff	ff00ffff	00000000	00ff0000	8ffffc00	00000000	00000000	s_add_i32 (scc) s0, zero, s0
lg200	s_add_imm_i32	1	sop-imm-control	scalar-alu	Adds the two signed 32-bit integer sources and writes the result to the scalar destination. The encoded immediate supplies the final arithmetic or logical source operand. The scalar ALU form also updates SCC.	compute-buffer	integer-value	IK32RJ8RD8	IK32@INST_LO[31:0];RJ8@INST_HI[7:0];RD8@INST_HI[15:8]	00000000	40010000	00000000	f07f0000	00000000	007f0000	ffffffff	0000ffff	00000000	00000000	00000000	0f800000	s_add_imm_i32 (scc) s0, s0, 0x00000000
lg200	s_add_imm_u32	1	sop-imm-control	scalar-alu	Adds the two unsigned 32-bit integer sources and writes the result to the scalar destination. The encoded immediate supplies the final arithmetic or logical source operand. The scalar ALU form also updates SCC.	compute-buffer	integer-value	IK32RJ8RD8	IK32@INST_LO[31:0];RJ8@INST_HI[7:0];RD8@INST_HI[15:8]	00000000	40000000	00000000	f07f0000	00000000	007f0000	ffffffff	0000ffff	00000000	00000000	00000000	0f800000	s_add_imm_u32 (scc) s0, s0, 0x00000000
lg200	s_add_u32	0	sop	scalar-alu	Adds the two unsigned 32-bit integer sources and writes the result to the scalar destination. The scalar ALU form also updates SCC.	compute-buffer	integer-value	GJ8RK8RD8	GJ8@INST_LO[7:0];RK8@INST_LO[15:8];RD8@INST_LO[31:24]	00000000	00000000	00000000	700003ff	00000000	000003ff	ff00ffff	00000000	00ff0000	8ffffc00	00000000	00000000	s_add_u32 (scc) s0, zero, s0
lg200	s_addc_imm_u32	1	sop-imm-control	scalar-alu	Adds the two unsigned 32-bit integer sources and the low carry-in bit and writes the result to the scalar destination. The encoded immediate supplies the final arithmetic or logical source operand. The scalar ALU form also updates SCC.	compute-buffer	integer-value	IK32RJ8RD8	IK32@INST_LO[31:0];RJ8@INST_HI[7:0];RD8@INST_HI[15:8]	00000000	40080000	00000000	f07f0000	00000000	007f0000	ffffffff	0000ffff	00000000	00000000	00000000	0f800000	s_addc_imm_u32 (scc) s0, s0, 0x00000000, SCC
lg200	s_addc_u32	0	sop	scalar-alu	Adds the two unsigned 32-bit integer sources and the low carry-in bit and writes the result to the scalar destination. The scalar ALU form also updates SCC.	compute-buffer	integer-value	GJ8RK8RA8RD8	GJ8@INST_LO[7:0];RK8@INST_LO[15:8];RA8@INST_LO[23:16];RD8@INST_LO[31:24]	00000000	00000009	00000000	700003ff	00000000	000003ff	ffffffff	00000000	00000000	8ffffc00	00000000	00000000	s_addc_u32 (scc) s0, zero, s0, s0
lg200	s_and_b32	0	sop	scalar-alu	Computes the bitwise AND of the two 32-bit sources and writes the result to the scalar destination. The scalar ALU form also updates SCC.	compute-buffer	integer-value	GJ8RK8RD8	GJ8@INST_LO[7:0];RK8@INST_LO[15:8];RD8@INST_LO[31:24]	00000000	00000014	00000000	700003ff	00000000	000003ff	ff00ffff	00000000	00ff0000	8ffffc00	00000000	00000000	s_and_b32 (scc) s0, zero, s0
lg200	s_and_imm_b32	1	sop-imm-control	scalar-alu	Computes the bitwise AND of the two 32-bit sources and writes the result to the scalar destination. The encoded immediate supplies the final arithmetic or logical source operand. The scalar ALU form also updates SCC.	compute-buffer	integer-value	IK32RJ8RD8	IK32@INST_LO[31:0];RJ8@INST_HI[7:0];RD8@INST_HI[15:8]	00000000	40100000	00000000	d07f0000	00000000	007f0000	ffffffff	0000ffff	00000000	00000000	00000000	2f800000	s_and_imm_b32 (scc) s0, s0, 0x00000000
lg200	s_andn1_b32	0	sop	scalar-alu	Computes the bitwise AND of the complemented first source and the second source and writes the result to the scalar destination. The scalar ALU form also updates SCC.	compute-buffer	integer-value	GJ8RK8RD8	GJ8@INST_LO[7:0];RK8@INST_LO[15:8];RD8@INST_LO[31:24]	00000000	0000001f	00000000	700003ff	00000000	000003ff	ff00ffff	00000000	00ff0000	8ffffc00	00000000	00000000	s_andn1_b32 (scc) s0, zero, s0
lg200	s_andn1_imm_b32	1	sop-imm-control	scalar-alu	Computes the bitwise AND of the complemented first source and the second source and writes the result to the scalar destination. The encoded immediate supplies the final arithmetic or logical source operand. The scalar ALU form also updates SCC.	compute-buffer	integer-value	IK32RJ8RD8	IK32@INST_LO[31:0];RJ8@INST_HI[7:0];RD8@INST_HI[15:8]	00000000	401a0000	00000000	d07f0000	00000000	007f0000	ffffffff	0000ffff	00000000	00000000	00000000	2f800000	s_andn1_imm_b32 (scc) s0, s0, 0x00000000
lg200	s_andn2_b32	0	sop	scalar-alu	Computes the bitwise AND of the first source and the complemented second source and writes the result to the scalar destination. The scalar ALU form also updates SCC.	compute-buffer	integer-value	GJ8RK8RD8	GJ8@INST_LO[7:0];RK8@INST_LO[15:8];RD8@INST_LO[31:24]	00000000	0000001d	00000000	700003ff	00000000	000003ff	ff00ffff	00000000	00ff0000	8ffffc00	00000000	00000000	s_andn2_b32 (scc) s0, zero, s0
lg200	s_andn2_imm_b32	1	sop-imm-control	scalar-alu	Computes the bitwise AND of the first source and the complemented second source and writes the result to the scalar destination. The encoded immediate supplies the final arithmetic or logical source operand. The scalar ALU form also updates SCC.	compute-buffer	integer-value	IK32RJ8RD8	IK32@INST_LO[31:0];RJ8@INST_HI[7:0];RD8@INST_HI[15:8]	00000000	40180000	00000000	d07f0000	00000000	007f0000	ffffffff	0000ffff	00000000	00000000	00000000	2f800000	s_andn2_imm_b32 (scc) s0, s0, 0x00000000
lg200	s_bcnt_0_b32	0	sop	scalar-alu	Counts zero bits in the 32-bit source and writes the result to the scalar destination. The scalar ALU form also updates SCC.	compute-buffer	integer-value	GJ8RD8	GJ8@INST_LO[7:0];RD8@INST_LO[31:24]	00000000	00000027	00000000	700003ff	00000000	000003ff	ff0000ff	00000000	00ffff00	8ffffc00	00000000	00000000	s_bcnt_0_b32 (scc) s0, zero
lg200	s_bcnt_1_b32	0	sop	scalar-alu	Counts one bits in the 32-bit source and writes the result to the scalar destination. The scalar ALU form also updates SCC.	compute-buffer	integer-value	GJ8RD8	GJ8@INST_LO[7:0];RD8@INST_LO[31:24]	00000000	00000028	00000000	700003ff	00000000	000003ff	ff0000ff	00000000	00ffff00	8ffffc00	00000000	00000000	s_bcnt_1_b32 (scc) s0, zero
lg200	s_bfe_i32	0	sop	scalar-alu	Extracts the bit field selected by the offset and width operands and writes the result to the scalar destination. The scalar ALU form also updates SCC.	compute-buffer	integer-value	GJ8RK8RA8RD8	GJ8@INST_LO[7:0];RK8@INST_LO[15:8];RA8@INST_LO[23:16];RD8@INST_LO[31:24]	00000000	00000026	00000000	700003ff	00000000	000003ff	ffffffff	00000000	00000000	8ffffc00	00000000	00000000	s_bfe_i32 (scc) s0, zero, s0, s0
lg200	s_bfe_u32	0	sop	scalar-alu	Extracts the bit field selected by the offset and width operands and writes the result to the scalar destination. The scalar ALU form also updates SCC.	compute-buffer	integer-value	GJ8RK8RA8RD8	GJ8@INST_LO[7:0];RK8@INST_LO[15:8];RA8@INST_LO[23:16];RD8@INST_LO[31:24]	00000000	00000025	00000000	700003ff	00000000	000003ff	ffffffff	00000000	00000000	8ffffc00	00000000	00000000	s_bfe_u32 (scc) s0, zero, s0, s0
lg200	s_bfm_b32	0	sop	scalar-alu	Constructs a contiguous bit mask from the offset and width operands and writes the result to the scalar destination. The scalar ALU form also updates SCC.	compute-buffer	integer-value	GJ8RK8RD8	GJ8@INST_LO[7:0];RK8@INST_LO[15:8];RD8@INST_LO[31:24]	00000000	0000002f	00000000	700003ff	00000000	000003ff	ff00ffff	00000000	00ff0000	8ffffc00	00000000	00000000	s_bfm_b32 (scc) s0, zero, s0
lg200	s_bfrev_b32	0	sop	scalar-alu	Reverses the bit order of the 32-bit source and writes the result to the scalar destination. The scalar ALU form also updates SCC.	compute-buffer	integer-value	GJ8RD8	GJ8@INST_LO[7:0];RD8@INST_LO[31:24]	00000000	00000029	00000000	700003ff	00000000	000003ff	ff0000ff	00000000	00ffff00	8ffffc00	00000000	00000000	s_bfrev_b32 (scc) s0, zero
lg200	s_bitcmp0_b32	0	sop	scalar-alu	Tests whether the selected source bit is zero and writes 0xffff for true or zero for false to the scalar destination.	compute-buffer	integer-value	GJ8RK8RD8	GJ8@INST_LO[7:0];RK8@INST_LO[15:8];RD8@INST_LO[31:24]	00000000	00000034	00000000	700003ff	00000000	000003ff	ff00ffff	00000000	00ff0000	8ffffc00	00000000	00000000	s_bitcmp0_b32 s0, zero, s0
lg200	s_bitcmp1_b32	0	sop	scalar-alu	Tests whether the selected source bit is one and writes 0xffff for true or zero for false to the scalar destination.	compute-buffer	integer-value	GJ8RK8RD8	GJ8@INST_LO[7:0];RK8@INST_LO[15:8];RD8@INST_LO[31:24]	00000000	00000035	00000000	700003ff	00000000	000003ff	ff00ffff	00000000	00ff0000	8ffffc00	00000000	00000000	s_bitcmp1_b32 s0, zero, s0
lg200	s_bitcmprev0_imm_b32	1	sop-imm-control	scalar-alu	Tests whether the immediate-selected source bit is zero and writes the result to the scalar destination. The encoded immediate supplies the final arithmetic or logical source operand.	compute-buffer	integer-value	IK32RJ8RD8	IK32@INST_LO[31:0];RJ8@INST_HI[7:0];RD8@INST_HI[15:8]	00000000	40220000	00000000	d07f0000	00000000	007f0000	ffffffff	0000ffff	00000000	00000000	00000000	2f800000	s_bitcmprev0_imm_b32 s0, s0, 0x00000000
lg200	s_bitcmprev1_imm_b32	1	sop-imm-control	scalar-alu	Tests whether the immediate-selected source bit is one and writes the result to the scalar destination. The encoded immediate supplies the final arithmetic or logical source operand.	compute-buffer	integer-value	IK32RJ8RD8	IK32@INST_LO[31:0];RJ8@INST_HI[7:0];RD8@INST_HI[15:8]	00000000	40230000	00000000	d07f0000	00000000	007f0000	ffffffff	0000ffff	00000000	00000000	00000000	2f800000	s_bitcmprev1_imm_b32 s0, s0, 0x00000000
lg200	s_bitset0_b32	0	sop	scalar-alu	Clears the selected bit in the 32-bit source and writes the result to the scalar destination. The scalar ALU form also updates SCC.	compute-buffer	integer-value	GJ8RD8	GJ8@INST_LO[7:0];RD8@INST_LO[31:24]	00000000	00000032	00000000	700003ff	00000000	000003ff	ff0000ff	00000000	00ffff00	8ffffc00	00000000	00000000	s_bitset0_b32 (scc) s0, zero
lg200	s_bitset1_b32	0	sop	scalar-alu	Sets the selected bit in the 32-bit source and writes the result to the scalar destination. The scalar ALU form also updates SCC.	compute-buffer	integer-value	GJ8RD8	GJ8@INST_LO[7:0];RD8@INST_LO[31:24]	00000000	00000033	00000000	700003ff	00000000	000003ff	ff0000ff	00000000	00ffff00	8ffffc00	00000000	00000000	s_bitset1_b32 (scc) s0, zero
lg200	s_clb_b32	0	sop	scalar-alu	Counts redundant leading sign bits in the 32-bit source and writes the result to the scalar destination. The scalar ALU form also updates SCC.	compute-buffer	integer-value	GJ8RD8	GJ8@INST_LO[7:0];RD8@INST_LO[31:24]	00000000	0000002c	00000000	700003ff	00000000	000003ff	ff0000ff	00000000	00ffff00	8ffffc00	00000000	00000000	s_clb_b32 (scc) s0, zero
lg200	s_clo_b32	0	sop	scalar-alu	Counts leading one bits in the 32-bit source and writes the result to the scalar destination. The scalar ALU form also updates SCC.	compute-buffer	integer-value	GJ8RD8	GJ8@INST_LO[7:0];RD8@INST_LO[31:24]	00000000	0000002a	00000000	700003ff	00000000	000003ff	ff0000ff	00000000	00ffff00	8ffffc00	00000000	00000000	s_clo_b32 (scc) s0, zero
lg200	s_clz_b32	0	sop	scalar-alu	Counts leading zero bits in the 32-bit source and writes the result to the scalar destination. The scalar ALU form also updates SCC.	compute-buffer	integer-value	GJ8RD8	GJ8@INST_LO[7:0];RD8@INST_LO[31:24]	00000000	0000002b	00000000	700003ff	00000000	000003ff	ff0000ff	00000000	00ffff00	8ffffc00	00000000	00000000	s_clz_b32 (scc) s0, zero
lg200	s_cmp	0	sop	scalar-alu	Compares the two 32-bit scalar operands for equality and writes 0xffff for true or zero for false to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	GJ8RK8RD8	GJ8@INST_LO[7:0];RK8@INST_LO[15:8];RD8@INST_LO[31:24]	00000000	00000037	00000000	700003ff	00000000	000003ff	ff00ffff	00000000	00ff0000	8ffffc00	00000000	00000000	s_cmp (scc) s0, zero, s0
